country,industry,year,EG_total,EC_total,EC_c,EC_d,FU_c,FU_d,FU_total,EC_c_alt,EC_d_alt,ln_eg,ln_ecc,ln_ecd,ln_egecd,ln_eccd,ln_eccd_2,ln_ecc_alt,ln_ecd_alt
26,15,1998,1255,1201,1143,58,1061,1899,2960,1503023616,38206916,7.134891,7.0414119,4.0604429,3.0744481,2.980969,4.4430881,21.130745,17.458527
26,15,1999,1008,1218,1147,71,1222,2093,3315,1506698240,46770536,6.9157233,7.0449052,4.2626801,2.6530433,2.7822251,3.8703883,21.133186,17.660765
26,15,2000,1134,1220,1147,73,1223,2771,3994,1506698240,48088016,7.0335064,7.0449052,4.2904596,2.7430468,2.7544456,3.7934852,21.133186,17.688543
26,15,2001,1586,1238,1148,90,1242,6313,7555,1489385472,59976324,7.3689704,7.0457764,4.4998097,2.8691607,2.5459666,3.240973,21.12163,17.90946
26,15,2002,3672,1627,1150,477,1271,20856,22127,1528187264,341255744,8.2084913,7.0475173,6.1675167,2.0409746,.88000059,.38720053,21.147348,19.648142
26,15,2003,3594,1654,1169,485,1403,20928,22331,1557383424,347230496,8.1870213,7.0639038,6.1841488,2.0028725,.87975502,.38698444,21.166273,19.665499
26,15,2004,4102,1682,1193,489,1556,25005,26561,1592591488,341138144,8.3192301,7.0842266,6.1923623,2.1268678,.8918643,.39771098,21.188629,19.647799
26,15,2005,4105,1683,1193,490,1520,24652,26172,1619104000,356885984,8.3199606,7.0842266,6.1944056,2.125555,.88982105,.39589074,21.205139,19.692926
26,15,2006,4302,1684,1193,491,1641,25891,27532,1644324992,363093504,8.3668356,7.0842266,6.196444,2.1703916,.88778257,.39407894,21.220596,19.710171
26,15,2007,3960,1685,1193,492,1715,22862,24577,1672372096,389241632,8.2839994,7.0842266,6.1984787,2.0855207,.88574791,.39227468,21.237509,19.779711
26,15,2008,3518,1699,1202,497,1816,19449,21265,,,8.1656475,7.091742,6.20859,1.9570575,.88315201,.38997874,,
26,15,2009,3832,1702,1202,500,2341,22335,24676,,,8.2511425,7.091742,6.2146082,2.0365343,.87713385,.38468188,,
28,15,1995,145074,35862,11438,24424,38064,1146040,1184104,15861783552,16089064448,11.884999,9.344696,10.103321,1.7816782,-.75862503,.28775597,23.487179,23.501406
28,15,1996,154680,37618,12135,25483,29789,1234169,1263958,16779718656,16786670592,11.949114,9.4038486,10.145767,1.8033466,-.74191856,.27522159,23.543436,23.543852
28,15,1997,162760,38140,12154,25986,28168,1342667,1370835,16803530752,17118016512,12.000032,9.4054136,10.165313,1.8347197,-.75989914,.28872335,23.544855,23.563396
28,15,1998,171834,38529,11822,26707,30495,1500334,1530829,16367512576,17592967168,12.054284,9.377717,10.192681,1.8616028,-.81496429,.3320834,23.518564,23.590765
28,15,1999,180766,38998,11801,27197,29390,1507209,1536599,16365722624,17915750400,12.104959,9.3759394,10.210862,1.8940964,-.83492279,.34854802,23.518456,23.608946
28,15,2000,194216,40345,11904,28441,31678,1676809,1708487,16534236160,18735222784,12.176726,9.3846302,10.255587,1.9211397,-.87095642,.37928253,23.5287,23.653671
28,15,2001,201361,42514,11888,30626,46082,1743151,1789233,16389917696,20409276416,12.212854,9.3832846,10.329604,1.8832502,-.94631958,.44776037,23.519932,23.739256
28,15,2002,205022,45716,11891,33825,46770,1796742,1843512,16744782848,24199108608,12.230872,9.3835373,10.428955,1.8019171,-1.0454178,.54644918,23.541353,23.909582
28,15,2003,203852,49706,12017,37689,45502,1832277,1877779,17074213888,26983032832,12.225149,9.3940773,10.537124,1.6880255,-1.1430464,.65327752,23.560835,24.018475
28,15,2004,220648,52268,12932,39336,46623,1759126,1805749,18969270272,27441737728,12.304324,9.4674597,10.579895,1.7244291,-1.1124353,.61875618,23.666086,24.035332
28,15,2005,231601,52497,12957,39540,47455,1820003,1867458,18517577728,28798513152,12.352772,9.4693918,10.585068,1.767704,-1.1156759,.62236637,23.641987,24.08359
28,15,2006,238206,55352,13242,42110,41834,1844419,1886253,18810324992,31140257792,12.380891,9.4911489,10.648041,1.7328501,-1.1568918,.66919935,23.657671,24.161768
28,15,2007,245946,57839,14022,43817,47157,1881826,1928983,19547766784,34665447424,12.412868,9.5483828,10.687778,1.72509,-1.1393948,.6491102,23.696127,24.269009
28,15,2008,251663,58304,13921,44383,43343,1818257,1861600,,,12.435846,9.5411539,10.700612,1.7352343,-1.1594582,.67217159,,
28,15,2009,250016,59326,14359,44967,47334,1872359,1919693,,,12.42928,9.5721321,10.713684,1.7155962,-1.141552,.65157044,,
30,15,1995,77553,19034,794,18240,31316,685146,716462,1157315200,12015416320,11.258717,6.6770835,9.8113718,1.4473448,-3.1342883,4.9118814,20.86937,23.209455
30,15,1996,81748,20441,841,19600,40306,711571,751877,1202608256,12911302656,11.311397,6.7345915,9.8832846,1.428112,-3.1486931,4.9571342,20.907759,23.281368
30,15,1997,83203,20132,814,19318,47025,724458,771483,1134580096,12725538816,11.329039,6.7019606,9.8687925,1.4602461,-3.166832,5.0144124,20.849529,23.266876
30,15,1998,87668,20212,855,19357,50734,750389,801123,1176478592,12751228928,11.381312,6.7511015,9.8708096,1.5105028,-3.1197081,4.8662891,20.885792,23.268894
30,15,1999,83181,20675,905,19770,54186,711375,765561,1228761984,13023289344,11.328774,6.8079348,9.891921,1.4368534,-3.0839863,4.7554855,20.929274,23.290005
30,15,2000,86029,21062,946,20116,57192,730427,787619,1274894720,13251213312,11.36244,6.8522425,9.9092712,1.4531689,-3.0570288,4.6727123,20.966129,23.307356
30,15,2001,89862,20382,992,19390,60510,780121,840631,1329981696,12921566208,11.406031,6.8997231,9.8725128,1.5335178,-2.9727898,4.4187393,21.00843,23.282164
30,15,2002,92068,20876,1182,19694,67382,803310,870692,1549642880,14089497600,11.430283,7.0749631,9.8880692,1.5422134,-2.8131061,3.9567828,21.161291,23.368696
30,15,2003,92973,20926,1438,19488,66192,807404,873596,1799934976,13952223232,11.440064,7.2710085,9.8775539,1.5625105,-2.6065454,3.3970397,21.311016,23.358904
30,15,2004,98409,21833,1608,20225,75074,840050,915124,2081143936,14109445120,11.496887,7.3827462,9.9146748,1.5822124,-2.5319285,3.2053311,21.456184,23.37011
30,15,2005,96171,21800,1761,20039,93115,794594,887709,2342336256,14595179520,11.473883,7.4736371,9.9054356,1.5684471,-2.4317985,2.9568219,21.574415,23.403957
30,15,2006,94427,22977,2157,20820,91473,761697,853170,2861208320,15396346880,11.455583,7.6764736,9.9436693,1.5119133,-2.2671957,2.5700881,21.774509,23.457396
30,15,2007,100851,23802,2348,21454,81820,794015,875835,3552731392,16973150208,11.521399,7.7613192,9.9736662,1.5477333,-2.212347,2.4472396,21.990982,23.554899
30,15,2008,103376,24875,2753,22122,97680,798546,896226,,,11.546128,7.9204464,10.004328,1.5418005,-2.0838814,2.1712809,,
30,15,2009,108946,25992,2837,23155,106528,827819,934347,,,11.598608,7.9505024,10.049966,1.5486422,-2.0994635,2.2038734,,
32,15,1995,31866,9318,4425,4893,6176,222250,228426,5833528320,3223214592,10.369295,8.3950253,8.4955606,1.8737345,-.10053539,.0050536827,22.486887,21.893644
32,15,1996,33185,9396,4454,4942,5872,172628,178500,5867765760,3255492864,10.409853,8.4015579,8.5055256,1.9043274,-.10396767,.0054046377,22.492741,21.90361
32,15,1997,32857,9469,4476,4993,6907,184184,191091,5894091264,3289088512,10.39992,8.4064846,8.5157919,1.8841286,-.10930729,.0059740418,22.497215,21.913876
32,15,1998,37479,9787,4560,5227,6513,227141,233654,5997860352,3443233792,10.531536,8.4250774,8.5615931,1.969943,-.13651562,.0093182568,22.514669,21.959677
32,15,1999,41740,10755,4599,6156,10141,299811,309952,6046909952,4055203072,10.639215,8.4335938,8.7251825,1.9140329,-.29158878,.042512011,22.522814,22.123266
32,15,2000,42215,10899,4624,6275,14894,266041,280935,6069475840,4133593344,10.650531,8.4390154,8.7443285,1.9062023,-.30531311,.046608049,22.526539,22.142412
32,15,2001,44844,10991,4700,6291,14764,265307,280071,6077017600,4192345088,10.710945,8.4553175,8.7468758,1.9640694,-.29155827,.042503111,22.527781,22.156527
32,15,2002,44390,11240,4792,6448,15669,311432,327101,6311448576,4613033472,10.700769,8.4747028,8.7715254,1.929244,-.29682255,.044051811,22.565632,22.252151
32,15,2003,45375,11621,4872,6749,15616,255013,270629,6332195328,4831873536,10.722716,8.4912596,8.8171492,1.9055672,-.32588959,.053102013,22.568913,22.2985
32,15,2004,43482,12713,5421,7292,16688,280037,296725,6960199680,5087074304,10.680102,8.5980358,8.8945332,1.7855692,-.29649734,.043955337,22.663473,22.349968
32,15,2005,44984,13391,6114,7277,17914,328629,346543,7866934784,5300121088,10.714062,8.7183361,8.8924742,1.8215876,-.17413807,.015162034,22.785934,22.390995
32,15,2006,47493,14459,6774,7685,17729,285000,302729,8734042112,5683041792,10.768337,8.8208466,8.9470253,1.821312,-.12617874,.0079605374,22.890493,22.460752
32,15,2007,45908,14994,7302,7692,18909,261859,280768,9739577344,6085460480,10.734395,8.8959036,8.9479361,1.786459,-.052032471,.001353689,22.999464,22.529169
32,15,2008,44579,15763,7996,7767,18467,260332,278799,,,10.705018,8.9866962,8.9576397,1.7473783,.029056549,.00042214151,,
32,15,2009,48718,17392,8546,8846,22545,269745,292290,,,10.793804,9.0532188,9.0877209,1.7060833,-.034502029,.00059519504,,
35,15,1995,23418,7238,4020,3218,3671,176744,180415,6021602816,2119825152,10.06126,8.299037,8.0765152,1.984745,.22252178,.024757972,22.51862,21.4746
35,15,1996,22783,7439,4150,3289,2171,175826,177997,6193005056,2166595840,10.03377,8.330864,8.0983391,1.9354305,.23252487,.027033908,22.546686,21.496424
35,15,1997,22105,7863,4159,3704,2068,176398,178466,6204871680,2439972864,10.003559,8.3330297,8.2171688,1.7863903,.11586094,.0067118788,22.548601,21.615253
35,15,1998,23002,7777,4617,3160,2364,169501,171865,6989064192,2081618304,10.043337,8.4375,8.0583277,1.9850092,.37917233,.071885824,22.667612,21.456411
35,15,1999,25410,7752,4619,3133,3898,165413,169311,6991700992,2063832320,10.142898,8.4379339,8.0497465,2.0931511,.38818741,.075344734,22.66799,21.44783
35,15,2000,27744,7454,5060,2394,3888,138062,141950,7753479168,1577023488,10.230775,8.5291214,7.7807207,2.4500542,.74840069,.2800518,22.771408,21.178804
35,15,2001,29613,8333,5142,3191,2173,153703,155876,7876612608,2126493952,10.295969,8.5451975,8.0680895,2.2278795,.477108,.11381602,22.787165,21.477741
35,15,2002,29980,8129,5145,2984,3099,132025,135124,7995856896,2134815744,10.308286,8.5457802,8.0010204,2.3072653,.54475975,.14838159,22.802189,21.481646
35,15,2003,28715,8212,5150,3062,2600,151819,154419,7704324608,2192205824,10.265175,8.546752,8.026824,2.2383509,.51992798,.13516255,22.765047,21.508175
35,15,2004,28153,8278,5161,3117,2956,142809,145765,7715011072,2174493952,10.245409,8.5488853,8.0446262,2.2007828,.50425911,.12713863,22.766434,21.500061
35,15,2005,29291,8257,5157,3100,4391,135386,139777,7950985728,2257850112,10.285035,8.54811,8.0391569,2.2458782,.50895309,.12951663,22.796562,21.53768
35,15,2006,28906,8219,5158,3061,6326,124240,130566,8075955712,2263603200,10.271805,8.5483046,8.0264969,2.2453079,.52180767,.13614163,22.812157,21.540224
35,15,2007,25766,7348,4720,2628,6156,113032,119188,7889894912,2079120000,10.156811,8.4595642,7.8739786,2.2828321,.58558559,.17145525,22.788849,21.45521
35,15,2008,26645,7357,4753,2604,7716,106763,114479,,,10.190357,8.4665308,7.8648038,2.3255534,.60172701,.18103769,,
35,15,2009,24102,7154,4311,2843,9488,105360,114848,,,10.09005,8.3689251,7.9526153,2.1374345,.41630983,.086656936,,
36,15,1995,11827,2518,1421,1097,106,49989,50095,2145691904,722637760,9.3781404,7.2591162,7.0003343,2.3778062,.25878191,.033484038,21.486729,20.398418
36,15,1996,12022,2495,1398,1097,96,49717,49813,2115366912,722637760,9.3944941,7.2427979,7.0003343,2.3941598,.24246359,.029394295,21.472494,20.398418
36,15,1997,12357,2495,1398,1097,94,60602,60696,2115366912,722637760,9.421978,7.2427979,7.0003343,2.4216437,.24246359,.029394295,21.472494,20.398418
36,15,1998,12891,2571,1474,1097,103,63671,63774,2215571456,722637760,9.4642849,7.2957349,7.0003343,2.4639506,.29540062,.043630764,21.518776,20.398418
36,15,1999,12457,2576,1479,1097,334,56678,57012,2222163712,722637760,9.4300385,7.2991214,7.0003343,2.4297042,.29878712,.044636872,21.521748,20.398418
36,15,2000,12795,2614,1499,1115,986,58766,59752,2245254656,734495040,9.45681,7.3125534,7.0166097,2.4402003,.29594374,.043791346,21.532085,20.414694
36,15,2001,13591,2899,1562,1337,1039,64427,65466,2327422976,890981632,9.5171633,7.3537221,7.1981835,2.3189797,.15553856,.012096122,21.568027,20.607834
36,15,2002,13693,2943,1605,1338,1398,67455,68853,2421463296,957233088,9.5246401,7.3808789,7.1989312,2.3257089,.18194771,.016552484,21.607637,20.679558
36,15,2003,12895,2970,1630,1340,1556,64942,66498,2376049408,959358528,9.4645948,7.3963351,7.2004247,2.2641702,.19591045,.019190453,21.588705,20.681776
36,15,2004,14308,2965,1630,1335,1689,65199,66888,2370902272,931328000,9.568574,7.3963351,7.1966867,2.3718872,.19964838,.019929739,21.586536,20.652122
36,15,2005,14149,2992,1635,1357,1560,65964,67524,2444192256,988355648,9.5573988,7.3993979,7.2130318,2.344367,.18636608,.017366158,21.61698,20.711554
36,15,2006,14117,3038,1675,1363,1556,67209,68765,2540331264,1007935680,9.5551348,7.4235682,7.2174435,2.3376913,.20612478,.021243714,21.65556,20.731171
36,15,2007,14044,3035,1684,1351,1428,68325,69753,2731888896,1068832192,9.5499506,7.4289274,7.2086005,2.3413501,.2203269,.024271971,21.72826,20.789833
36,15,2008,15357,2989,1694,1295,3442,66668,70110,,,9.639327,7.4348478,7.166266,2.4730611,.26858187,.036068108,,
36,15,2009,15374,3050,1740,1310,2729,64599,67328,,,9.6404333,7.4616404,7.1777825,2.4626508,.28385782,.040287632,,
37,15,1995,144226,33625,26276,7349,89388,101205,190593,38741938176,4841079808,11.879137,10.176412,8.9023199,2.9768171,1.2740917,.81165487,24.380188,22.300404
37,15,1996,136557,34160,26365,7795,102405,154717,257122,38844088320,5134878208,11.824497,10.179792,8.9612379,2.8632593,1.2185545,.74243754,24.382822,22.359322
37,15,1997,145027,34539,26670,7869,100861,101809,202670,39250501632,5183624704,11.884675,10.191295,8.970686,2.9139891,1.2206087,.74494278,24.39323,22.368771
37,15,1998,154385,33027,26519,6508,100432,109067,209499,39031017472,4287079680,11.947205,10.185616,8.7807875,3.1664171,1.404829,.9867723,24.387623,22.178871
37,15,1999,150539,34101,26726,7375,114025,87434,201459,39293997056,4858207232,11.921977,10.193392,8.9058514,3.0161257,1.2875404,.82888019,24.394337,22.303936
37,15,2000,141594,33724,26198,7526,124553,63089,187642,38340591616,4957677056,11.860719,10.173438,8.9261189,2.9345999,1.2473192,.7779026,24.369776,22.324203
37,15,2001,157637,33838,26302,7536,136017,74388,210405,38357999616,5022017536,11.96805,10.177401,8.9274464,3.0406036,1.2499542,.78119278,24.37023,22.337097
37,15,2002,143235,32506,26044,6462,135916,90863,226779,38641065984,4623049216,11.872242,10.167542,8.773694,3.0985479,1.3938484,.9714067,24.377581,22.25432
37,15,2003,132537,33365,25987,7378,154337,98233,252570,37385478144,5282199552,11.794617,10.165352,8.9062576,2.8883591,1.2590942,.79265916,24.344547,22.387608
37,15,2004,148531,33696,26272,7424,160106,81578,241684,37696249856,5179160576,11.908549,10.176259,8.9124737,2.9960756,1.2637854,.79857671,24.352827,22.367908
37,15,2005,154612,33390,26313,7077,178050,65888,243938,38768312320,5154452992,11.948674,10.177818,8.8646049,3.0840693,1.3132133,.86226463,24.380869,22.363127
37,15,2006,140374,34127,26245,7882,186342,68616,254958,39269203968,5828722688,11.852066,10.175231,8.9723368,2.8797293,1.2028942,.72347724,24.393707,22.486063
37,15,2007,145133,34300,26427,7873,190549,59223,249772,41877815296,6228657152,11.885406,10.182141,8.9711943,2.9142113,1.210947,.73319638,24.458021,22.552427
37,15,2008,146410,33943,26197,7746,195512,53799,249311,,,11.894166,10.1734,8.9549322,2.9392338,1.2184677,.7423318,,
37,15,2009,133331,35285,26948,8337,206373,66883,273256,,,11.80059,10.201664,9.0284586,2.772131,1.1732054,.68820542,,
38,15,1995,81859,20955,9881,11074,11625,518965,530590,13033419776,7294886400,11.312754,9.198369,9.312355,2.0003986,-.11398602,.0064964057,23.290783,22.71044
38,15,1996,90084,21250,9953,11297,8443,585302,593745,13128350720,7441785344,11.408498,9.2056293,9.3322926,2.0762053,-.12666321,.008021784,23.29804,22.730377
38,15,1997,98246,21892,10120,11772,7210,648247,655457,13348536320,7754686976,11.49523,9.2222691,9.3734789,2.1217508,-.15120983,.011432206,23.314672,22.771563
38,15,1998,105499,23354,10334,13020,3296,710825,714121,13627092992,8576794112,11.566457,9.2431946,9.4742422,2.0922146,-.23104763,.026691504,23.335325,22.872326
38,15,1999,110702,26120,10564,15556,3307,796903,800210,13930342400,10247358464,11.614597,9.2652073,9.6522017,1.9623957,-.38699436,.074882321,23.357336,23.050285
38,15,2000,118698,27264,11212,16052,2442,868781,871223,14780719104,10574093312,11.684338,9.3247395,9.683589,2.0007486,-.35884953,.064386494,23.41659,23.081673
38,15,2001,116251,28332,11710,16622,2498,894225,896723,15247377408,11076961280,11.663507,9.3681984,9.718482,1.9450245,-.35028362,.06134931,23.447674,23.128134
38,15,2002,123727,31846,12278,19568,1841,852896,854737,16340614144,13999354880,11.725833,9.4155645,9.8816509,1.844182,-.46608639,.10861826,23.51692,23.362278
38,15,2003,135248,35587,12613,22974,1306,889215,890521,16616596480,16447986688,11.814865,9.4424829,10.042118,1.772747,-.59963512,.17978114,23.533669,23.523468
38,15,2004,145066,36824,12679,24145,1125,900760,901885,16568119296,16844131328,11.884944,9.4477024,10.091832,1.7931118,-.64412975,.20745157,23.530746,23.547268
38,15,2005,155469,38843,12942,25901,1397,1032509,1033906,17145384960,18864701440,11.954202,9.4682331,10.162037,1.7921648,-.69380379,.24068184,23.564995,23.660559
38,15,2006,169543,40565,13145,27420,1802,1136071,1137873,17674588160,20277032960,12.040862,9.4837971,10.219028,1.8218346,-.73523045,.27028191,23.595394,23.732754
38,15,2007,183340,40835,13564,27271,2429,1351589,1354018,18234333184,21575221248,12.119098,9.5151749,10.213579,1.9055185,-.69840431,.2438843,23.626572,23.794811
38,15,2008,189763,41818,14223,27595,2426,1437484,1439910,,,12.153531,9.5626154,10.225389,1.9281416,-.66277409,.21963474,,
38,15,2009,186619,44761,15422,29339,3525,1377649,1381174,,,12.136825,9.6435499,10.286673,1.850152,-.64312267,.20680338,,
40,15,1995,3373176,776333,204674,571659,1719836,25760026,27479862,311549132800,376574640128,15.031365,12.229174,13.256298,1.7750673,-1.0271244,.52749228,26.464823,26.654383
40,15,1996,3464067,783112,203425,579687,1821557,26609626,28431184,310437806080,381863002112,15.057954,12.223053,13.270244,1.7877102,-1.0471907,.54830414,26.46125,26.668327
40,15,1997,3482195,785857,203402,582455,1824498,27924228,29748726,310017687552,383686377472,15.063173,12.222939,13.275007,1.788166,-1.0520678,.55342329,26.459896,26.673092
40,15,1998,3604427,784589,200705,583884,1748384,28493944,30242328,305414635520,384627703808,15.097673,12.209592,13.277457,1.8202162,-1.0678654,.5701682,26.444937,26.675541
40,15,1999,3681067,800134,202476,597658,865077,28461876,29326952,308002914304,393701195776,15.118713,12.218377,13.300774,1.8179398,-1.0823965,.58579111,26.453375,26.698858
40,15,2000,3816731,812630,202506,610124,892538,28587148,29479686,308035289088,401913053184,15.154905,12.218525,13.321418,1.8334875,-1.1028929,.60818636,26.45348,26.719501
40,15,2001,3736858,848322,203278,645044,896087,28898184,29794272,308474183680,429859667968,15.133756,12.22233,13.377074,1.7566814,-1.1547441,.66671705,26.454905,26.786724
40,15,2002,3892170,905363,205512,699851,1066749,28132732,29199480,316237479936,500687994880,15.174478,12.23326,13.458623,1.7158546,-1.2253628,.75075698,26.479759,26.939249
40,15,2003,3919132,948730,207234,741496,982836,28223540,29206376,308296417280,530866044928,15.181381,12.241604,13.516425,1.6649561,-1.2748213,.81258464,26.454327,26.997776
40,15,2004,4006188,963308,207392,755916,977542,28872892,29850434,310888693760,527345123328,15.203351,12.242366,13.535686,1.6676655,-1.2933197,.83633792,26.4627,26.991121
40,15,2005,4087961,978539,210747,767792,910047,29682572,30592620,323138355200,559212658688,15.223557,12.258413,13.551274,1.6722822,-1.292861,.83574474,26.501347,27.049795
40,15,2006,4097795,986954,214318,772636,796492,28845192,29641684,332074778624,571362705408,15.22596,12.275216,13.557564,1.668396,-1.2823477,.82220781,26.528625,27.071291
40,15,2007,4190541,995879,220205,775674,801957,29859080,30661036,368760324096,613667897344,15.248341,12.302314,13.561487,1.6868534,-1.2591734,.79275882,26.633413,27.142719
40,15,2008,4152092,1011255,229041,782214,814415,29115616,29930032,,,15.239122,12.341657,13.569883,1.669239,-1.2282267,.75427037,,
40,15,2009,3978759,1026871,240446,786425,802717,26918680,27721396,,,15.196481,12.390251,13.575253,1.6212282,-1.1850014,.70211411,,
